OPEN_ID,BUY_TXN_ID,TICKER,INSTRUMENT_TYPE,OPTION_SYMBOL,STRIKE,EXPIRY,ACCOUNT_NAME,ACCOUNT_NUMBER,BUY_DATE,BUY_PRICE,BUY_QUANTITY,BUY_AMOUNT,DAYS_HELD,EST_CURRENT_PRICE,EST_UNREALIZED_PCT,EST_UNREALIZED_DOLLAR,NOMINAL_VALUE,LEVERAGE
fnBJSuc7OBPZm7jXTRSN,,TEAM,CALL,TEAM280121C00080000,80,2028-01-21,IRA,,2026-06-01,60.27,1,6026.67,12,3490,-42.09,-2536.67,8000.00,1.33
T3GqBgtiT0soIh3G96nY,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA,,2026-05-14,9.26,1,925.67,30,750,-18.98,-175.67,1500.00,1.62
zBIiybsXpdpOjo2eTOPS,,NOW,CALL,NOW280121C00070000,70,2028-01-21,DI IRA,,2026-06-12,47.46,1,4745.67,1,4760,0.30,14.33,7000.00,1.48
HgXM6XoUNgC18cjOfEFI,,VEEV,CALL,VEEV280121C00140000,140,2028-01-21,IRA,,2026-06-01,78.01,1,7800.67,12,5100,-34.62,-2700.67,14000.00,1.79
8DLv0tSaT3x24V321zDe,,CRWV,CALL,CRWV280121C00090000,90,2028-01-21,IRA,,2026-05-08,56.69,1,5668.67,36,4550,-19.73,-1118.67,9000.00,1.59
8P868fVcOr6vCVkcLgSo,,NBIS,CALL,NBIS280121C00200000,200,2028-01-21,IRA,,2026-06-05,124.51,1,12450.67,8,12800,2.81,349.33,20000.00,1.61
4O35dO7C5pfghG5UsGcM,,UMC,CALL,UMC280121C00015000,15,2028-01-21,IRA,,2026-06-03,10.06,5,5028.36,10,890,-11.50,-578.36,7500.00,1.49
2EtIjj17MyEeIz8GT1NZ,,VEEV,CALL,VEEV280121C00150000,150,2028-01-21,IRA ROTH,,2026-06-01,75.01,1,7500.67,12,4820,-35.74,-2680.67,15000.00,2.00
e9LJnSQtEyt75uWhe4gm,,INTC,CALL,INTC280121C00090000,90,2028-01-21,IRA ROTH,,2026-05-12,57.21,1,5720.67,32,6280,9.78,559.33,9000.00,1.57
A0wnF6FF78DU74PHpM5U,,COHR,CALL,COHR280121C00320000,320,2028-01-21,IRA,,2026-06-09,201.75,1,20174.67,4,19400,-3.84,-774.67,32000.00,1.59
CuvhHGuwDM4NISFiRiza,,MSFT,CALL,MSFT280121C00370000,370,2028-01-21,IRA,,2026-04-22,115.56,1,11555.67,52,8850,-23.41,-2705.67,37000.00,3.20
4CNqzBfygpzYzbvSP3jn,,VRT,CALL,VRT280121C00230000,230,2028-01-21,IRA,,2026-04-28,135.05,1,13504.67,46,13500,-0.03,-4.67,23000.00,1.70
i4EaDd1pFby7Ori2lRrU,,NVDA,CALL,NVDA280121C00160000,160,2028-01-21,IRA,,2026-04-30,73.00,1,7300.02,44,7295,-0.07,-5.02,16000.00,2.19
VB9BLtT82cpN3CNKCyOZ,,BE,CALL,BE280121C00260000,260,2028-01-21,IRA,,2026-05-29,152.72,1,15271.67,15,13350,-12.58,-1921.67,26000.00,1.70
Rwmfy4emluJnJ5Vs0Aio,,P,CALL,P280121C00060000,60,2028-01-21,IRA ROTH,,2026-05-28,32.31,1,3230.67,16,2950,-8.69,-280.67,6000.00,1.86
